beta,se,ci_low,ci_high,p_raw,dimension,panel,group_code,group_name,comparison,p_holm
1.5413373052493513,0.14091729516577722,1.265139406724428,1.8175352037742747,7.595023814347944e-28,Correctness/reliability,Expert,2,RAG,RAG vs clinic physicians,1.7468554773000273e-26
0.3344900012500138,0.1407479001878122,0.058624116881901944,0.6103558856181257,0.017476880737043198,Correctness/reliability,Parent,2,RAG,RAG vs clinic physicians,0.05243064221112959
1.3355897478819354,0.14244799435323746,1.05639167894959,1.6147878168142809,6.85351648443576e-21,Correctness/reliability,Expert,3,RAG+Focus,RAG+Focus vs clinic physicians,1.4392384617315096e-19
0.2490384038633744,0.14306421328004862,-0.03136745416552089,0.5294442618922697,0.08172817635810946,Correctness/reliability,Parent,3,RAG+Focus,RAG+Focus vs clinic physicians,0.08172817635810946
1.5338318657312517,0.1410300631945013,1.2574129418700293,1.8102507895924742,1.5013137182900747e-27,Clarity,Expert,2,RAG,RAG vs clinic physicians,3.302890180238164e-26
0.5926818909633236,0.1410875511914691,0.3161502906280442,0.8692134912986029,2.6596259912796862e-05,Clarity,Parent,2,RAG,RAG vs clinic physicians,0.00018617381938957803
1.3329004325058758,0.14223997366451138,1.0541100841234334,1.611690780888318,7.19939928002272e-21,Clarity,Expert,3,RAG+Focus,RAG+Focus vs clinic physicians,1.439879856004544e-19
0.6509711134698669,0.14308769534633112,0.3705192305910579,0.931422996348676,5.378488667840585e-06,Clarity,Parent,3,RAG+Focus,RAG+Focus vs clinic physicians,4.8406398010565265e-05
1.5928301559638185,0.1431016860442076,1.3123508513171716,1.8733094606104654,8.887705224994022e-29,Completeness,Expert,2,RAG,RAG vs clinic physicians,2.1330492539985653e-27
0.6450925848266563,0.1431845482805069,0.36445087019686284,0.9257342994564498,6.627217678042851e-06,Completeness,Parent,2,RAG,RAG vs clinic physicians,5.301774142434281e-05
1.3459466091228967,0.14425377111573148,1.063209217736063,1.6286840005097303,1.054636645282417e-20,Completeness,Expert,3,RAG+Focus,RAG+Focus vs clinic physicians,2.0038096260365924e-19
0.7041699928528617,0.14511620145272247,0.41974223800552574,0.9885977477001977,1.2194179972396753e-06,Completeness,Parent,3,RAG+Focus,RAG+Focus vs clinic physicians,1.4633015966876103e-05
1.249643747630963,0.1413384217922955,0.9726204409180639,1.526667054343862,9.444146012103199e-19,Empathy,Expert,2,RAG,RAG vs clinic physicians,1.699946282178576e-17
0.6921145143033487,0.1414956850987268,0.4147829715098442,0.9694460570968532,1.0011219671336633e-06,Empathy,Parent,2,RAG,RAG vs clinic physicians,1.3014585572737622e-05
1.153462456912778,0.1424796051353666,0.8742024308474595,1.4327224829780967,5.696778058576977e-16,Empathy,Expert,3,RAG+Focus,RAG+Focus vs clinic physicians,9.114844893723163e-15
0.7623874507570012,0.14332933359232283,0.4814619569160485,1.0433129445979539,1.0426424857358947e-07,Empathy,Parent,3,RAG+Focus,RAG+Focus vs clinic physicians,1.4596994800302526e-06
1.2048707484387378,0.14328601110195335,0.9240301666789092,1.4857113301985663,4.140459388048327e-17,Fairness/non-misleadingness,Expert,2,RAG,RAG vs clinic physicians,7.038780959682156e-16
0.6638464473058123,0.14317396675159377,0.3832254724726885,0.9444674221389362,3.5411471469086927e-06,Fairness/non-misleadingness,Parent,2,RAG,RAG vs clinic physicians,3.5411471469086926e-05
1.027174164356652,0.14480056154271914,0.7433650637329225,1.3109832649803816,1.3055724274343954e-12,Fairness/non-misleadingness,Expert,3,RAG+Focus,RAG+Focus vs clinic physicians,1.9583586411515932e-11
0.68635848764832,0.14545850998793045,0.4012598080719763,0.9714571672246637,2.374895783668902e-06,Fairness/non-misleadingness,Parent,3,RAG+Focus,RAG+Focus vs clinic physicians,2.6123853620357922e-05
0.3698555355677311,0.10121283776203868,0.17147837355413528,0.5682326975813269,0.0002579495177474755,Perceived absence of bias,Expert,2,RAG,RAG vs clinic physicians,0.0015476971064848528
0.21976677028927394,0.10102766659973912,0.02175254375378527,0.4177809968247626,0.02960668843973826,Perceived absence of bias,Parent,2,RAG,RAG vs clinic physicians,0.05921337687947652
0.28342216565946315,0.10243154774504011,0.08265633207918455,0.48418799923974176,0.005658479738105508,Perceived absence of bias,Expert,3,RAG+Focus,RAG+Focus vs clinic physicians,0.026675491848260055
0.2863818717651483,0.10279054131141083,0.08491241079478307,0.4878513327355135,0.005335098369652011,Perceived absence of bias,Parent,3,RAG+Focus,RAG+Focus vs clinic physicians,0.026675491848260055
