beta,se,ci_low,ci_high,p_raw,dimension,panel,group_code,group_name,comparison,p_holm
1.8795345138685382,0.1329683030474726,1.618916639895492,2.1401523878415842,2.3045471538446066e-45,Correctness/reliability,Expert,2,RAG,RAG vs clinic physicians,5.300458453842595e-44
0.6740076291490902,0.13270970612334707,0.41389660514732995,0.9341186531508504,3.7980259193526713e-07,Correctness/reliability,Parent,2,RAG,RAG vs clinic physicians,1.8990129596763355e-06
1.6933963518861634,0.1334805955291055,1.4317743846491167,1.9550183191232102,7.029091580381291e-37,Correctness/reliability,Expert,3,RAG+Focus,RAG+Focus vs clinic physicians,1.4058183160762582e-35
0.6071053516666136,0.13414805185145692,0.34417517003775805,0.8700355332954692,6.0213933569569555e-06,Correctness/reliability,Parent,3,RAG+Focus,RAG+Focus vs clinic physicians,2.4085573427827822e-05
1.7139541414344555,0.13233466235249317,1.4545782032235688,1.9733300796453421,2.2991438987523175e-38,Clarity,Expert,2,RAG,RAG vs clinic physicians,4.828202187379867e-37
0.7733330634421799,0.13232102299943224,0.5139838583632927,1.032682268521067,5.084878860570187e-09,Clarity,Parent,2,RAG,RAG vs clinic physicians,3.559415202399131e-08
1.5233402719152584,0.1325307689082038,1.2635799648551789,1.783100578975338,1.4101905381966609e-30,Clarity,Expert,3,RAG+Focus,RAG+Focus vs clinic physicians,2.6793620225736556e-29
0.8414123510509369,0.133460386407051,0.579829993693117,1.1029947084087568,2.889670945668726e-10,Clarity,Parent,3,RAG+Focus,RAG+Focus vs clinic physicians,2.3117367565349807e-09
2.026474785987529,0.1359680451229415,1.759977417546564,2.2929721544284947,3.101848012193921e-50,Completeness,Expert,2,RAG,RAG vs clinic physicians,7.44443522926541e-49
1.078889238552107,0.13600881643602047,0.8123119583375068,1.345466518766707,2.1478659526391052e-15,Completeness,Parent,2,RAG,RAG vs clinic physicians,2.7922257384308367e-14
1.8037664792947175,0.13606750647598728,1.5370741666017824,2.0704587919876527,4.142640898697613e-40,Completeness,Expert,3,RAG+Focus,RAG+Focus vs clinic physicians,9.113809977134748e-39
1.1628663543245037,0.13700354255735864,0.8943394109120808,1.4313932977369266,2.1048397400579626e-17,Completeness,Parent,3,RAG+Focus,RAG+Focus vs clinic physicians,2.9467756360811477e-16
1.4708491393761642,0.13279911440066847,1.210562875150854,1.7311354036014746,1.6450602410022165e-28,Empathy,Expert,2,RAG,RAG vs clinic physicians,2.9611084338039897e-27
0.9144268183699381,0.13282950310489788,0.6540809922843382,1.174772644455538,5.810718046934401e-12,Empathy,Parent,2,RAG,RAG vs clinic physicians,5.229646242240961e-11
1.3875940322750127,0.13293283516332086,1.1270456753549039,1.6481423891951215,1.657363351439695e-25,Empathy,Expert,3,RAG+Focus,RAG+Focus vs clinic physicians,2.651781362303512e-24
0.9964850686058115,0.13382660554650222,0.7341849217346672,1.2587852154769559,9.614657782113328e-14,Empathy,Parent,3,RAG+Focus,RAG+Focus vs clinic physicians,1.1537589338535994e-12
1.4688919136341245,0.13470307479526733,1.2048738870354005,1.7329099402328485,1.0949576430857823e-27,Fairness/non-misleadingness,Expert,2,RAG,RAG vs clinic physicians,1.86142799324583e-26
0.9287619146526408,0.13451704724828023,0.6651085020460116,1.19241532725927,5.040968534593155e-12,Fairness/non-misleadingness,Parent,2,RAG,RAG vs clinic physicians,5.040968534593155e-11
1.3064665267415394,0.13518497680979216,1.0415039721943469,1.571429081288732,4.275834517137212e-22,Fairness/non-misleadingness,Expert,3,RAG+Focus,RAG+Focus vs clinic physicians,6.413751775705818e-21
0.9657108535801933,0.13589121919434002,0.6993640639592869,1.2320576432010997,1.1902326497033414e-12,Fairness/non-misleadingness,Parent,3,RAG+Focus,RAG+Focus vs clinic physicians,1.3092559146736756e-11
0.4940093177512785,0.09477787214438772,0.30824468834827856,0.6797739471542784,1.8652830278747314e-07,Perceived absence of bias,Expert,2,RAG,RAG vs clinic physicians,1.1191698167248387e-06
0.3445716039821246,0.09450825927024244,0.15933541581244945,0.5298077921517997,0.00026641437027534205,Perceived absence of bias,Parent,2,RAG,RAG vs clinic physicians,0.00026641437027534205
0.4146825260464243,0.09527752930546697,0.22793856860770906,0.6014264834851395,1.3467717419590875e-05,Perceived absence of bias,Expert,3,RAG+Focus,RAG+Focus vs clinic physicians,3.806208051836391e-05
0.4176101543772484,0.09566303100267246,0.2301106136120104,0.6051096951424864,1.2687360172787969e-05,Perceived absence of bias,Parent,3,RAG+Focus,RAG+Focus vs clinic physicians,3.806208051836391e-05
